Id,SalePrice
1951,179665
1952,205000
1953,147000
1954,205000
1955,129900
1956,197900
1957,143000
1958,325000
1959,135000
1960,110000
1961,68400
1962,100000
1963,100000
1964,88000
1965,118858
1966,151000
1967,264132
1968,325300
1969,325300
1970,325000
1971,272000
1972,325000
1973,179600
1974,232000
1975,272000
1976,272000
1977,325300
1978,305000
1979,148800
1980,225000
1981,154000
1982,154000
1983,148800
1984,130000
1985,154000
1986,154000
1987,159895
1988,132000
1989,190000
1990,165400
1991,154000
1992,214000
1993,230000
1994,179665
1995,145000
1996,122000
1997,325000
1998,258000
1999,160000
2000,258000
2001,290000
2002,163000
2003,228500
2004,233170
2005,184900
2006,194500
2007,325000
2008,220000
2009,197500
2010,179665
2011,110000
2012,178000
2013,149500
2014,197500
2015,179665
2016,197500
2017,185900
2018,97000
2019,88000
2020,118500
2021,127000
2022,175000
2023,200000
2024,197500
2025,258000
2026,151000
2027,131500
2028,151000
2029,176000
2030,154000
2031,154000
2032,154000
2033,154000
2034,133000
2035,225000
2036,133000
2037,133000
2038,122000
2039,164000
2040,325300
2041,232000
2042,184900
2043,130500
2044,143000
2045,197900
2046,118858
2047,159500
2048,149900
2049,143000
2050,205000
2051,97000
2052,87500
2053,110000
2054,60000
2055,167000
2056,88000
2057,97000
2058,175000
2059,97000
2060,88000
2061,149500
2062,88000
2063,84900
2064,87500
2065,131000
2066,137000
2067,97000
2068,137000
2069,82000
2070,96500
2071,68500
2072,160000
2073,148000
2074,242000
2075,88000
2076,68400
2077,88000
2078,88000
2079,120500
2080,105000
2081,98000
2082,104900
2083,141500
2084,82000
2085,110000
2086,82000
2087,116000
2088,40000
2089,34900
2090,88000
2091,104000
2092,106000
2093,104900
2094,159895
2095,149500
2096,82000
2097,66500
2098,156500
2099,68500
2100,88000
2101,132000
2102,161000
2103,96500
2104,124500
2105,107400
2106,116000
2107,159500
2108,110000
2109,127000
2110,85500
2111,194500
2112,145000
2113,119000
2114,88000
2115,91500
2116,116000
2117,107400
2118,117000
2119,119000
2120,37900
2121,93000
2122,37900
2123,93000
2124,116900
2125,124500
2126,135000
2127,127500
2128,118500
2129,116000
2130,88000
2131,124500
2132,68400
2133,108000
2134,37900
2135,116000
2136,98000
2137,110000
2138,120500
2139,107000
2140,97000
2141,147000
2142,110000
2143,87500
2144,129000
2145,88000
2146,131000
2147,110000
2148,97000
2149,120500
2150,205000
2151,145000
2152,93000
2153,124500
2154,84900
2155,88000
2156,197500
2157,290000
2158,200000
2159,225000
2160,179665
2161,228500
2162,272000
2163,264132
2164,325000
2165,130500
2166,147000
2167,220000
2168,130500
2169,141000
2170,160000
2171,147000
2172,107000
2173,181000
2174,196500
2175,222500
2176,305000
2177,159500
2178,164000
2179,143000
2180,211000
2181,194500
2182,225000
2183,194500
2184,124500
2185,147000
2186,147000
2187,152000
2188,132000
2189,157500
2190,140000
2191,140000
2192,80000
2193,66500
2194,76500
2195,93000
2196,82000
2197,61000
2198,165400
2199,124500
2200,40000
2201,110000
2202,161000
2203,159500
2204,145000
2205,105000
2206,93000
2207,122000
2208,179665
2209,149500
2210,82500
2211,58500
2212,96500
2213,37900
2214,140000
2215,119000
2216,140000
2217,68400
2218,91500
2219,66500
2220,115000
2221,154000
2222,154000
2223,225000
2224,160000
2225,211000
2226,211000
2227,154000
2228,325000
2229,232000
2230,132000
2231,225000
2232,143000
2233,147000
2234,232000
2235,197500
2236,232000
2237,272000
2238,154000
2239,112000
2240,148000
2241,129900
2242,147000
2243,117000
2244,91000
2245,91000
2246,124500
2247,88000
2248,127000
2249,82000
2250,147000
2251,145000
2252,175000
2253,105000
2254,211000
2255,188000
2256,180000
2257,188000
2258,176485
2259,193000
2260,129000
2261,161000
2262,154000
2263,310000
2264,325300
2265,130500
2266,154000
2267,325300
2268,260000
2269,107000
2270,242000
2271,205000
2272,179665
2273,147000
2274,148000
2275,131000
2276,154000
2277,159000
2278,167000
2279,97000
2280,110000
2281,90000
2282,148000
2283,88000
2284,88000
2285,133000
2286,97000
2287,260000
2288,248900
2289,232600
2290,325300
2291,310000
2292,260000
2293,325300
2294,248900
2295,325300
2296,232600
2297,222500
2298,325300
2299,272000
2300,248900
2301,260000
2302,214000
2303,214000
2304,179900
2305,148000
2306,148000
2307,148000
2308,148800
2309,154000
2310,148800
2311,154000
2312,181000
2313,132000
2314,179665
2315,132000
2316,211000
2317,152000
2318,132000
2319,180000
2320,180000
2321,154000
2322,180000
2323,179665
2324,225000
2325,159500
2326,225000
2327,180000
2328,180000
2329,211000
2330,193000
2331,258000
2332,258000
2333,232600
2334,225000
2335,248900
2336,239000
2337,176485
2338,232600
2339,255000
2340,272000
2341,147000
2342,179600
2343,220000
2344,176485
2345,180000
2346,180000
2347,176485
2348,180000
2349,181000
2350,272000
2351,232600
2352,248900
2353,181000
2354,110000
2355,180000
2356,147000
2357,165400
2358,130500
2359,85000
2360,97000
2361,87500
2362,200000
2363,140000
2364,128000
2365,154000
2366,130000
2367,148800
2368,154000
2369,148800
2370,176000
2371,176000
2372,180000
2373,180000
2374,180000
2375,161000
2376,205000
2377,310000
2378,87500
2379,133900
2380,129000
2381,129000
2382,197900
2383,213000
2384,196500
2385,129900
2386,88000
2387,97000
2388,87500
2389,148000
2390,131000
2391,120500
2392,110000
2393,220000
2394,129000
2395,133900
2396,110000
2397,160000
2398,116000
2399,86000
2400,86000
2401,58500
2402,110000
2403,118858
2404,129900
2405,129000
2406,97000
2407,97000
2408,124500
2409,110000
2410,159000
2411,97000
2412,97000
2413,110000
2414,82000
2415,118858
2416,128000
2417,97000
2418,97000
2419,125000
2420,97000
2421,88000
2422,110000
2423,98000
2424,145000
2425,163000
2426,97000
2427,88000
2428,161000
2429,110000
2430,97000
2431,85500
2432,88000
2433,110000
2434,97000
2435,88000
2436,97000
2437,82000
2438,118500
2439,68400
2440,116000
2441,119000
2442,82000
2443,55993
2444,97000
2445,37900
2446,145000
2447,122000
2448,107400
2449,129900
2450,141500
2451,88000
2452,197900
2453,127000
2454,140000
2455,82000
2456,98000
2457,37900
2458,88000
2459,82000
2460,156500
2461,91500
2462,91500
2463,140000
2464,107400
2465,110000
2466,116000
2467,161000
2468,58500
2469,58500
2470,130500
2471,176500
2472,160000
2473,98000
2474,91500
2475,197900
2476,80000
2477,140000
2478,175000
2479,116000
2480,68400
2481,88000
2482,97000
2483,88000
2484,68400
2485,88000
2486,88000
2487,90000
2488,180000
2489,148000
2490,88000
2491,68400
2492,174000
2493,162000
2494,137000
2495,93000
2496,214500
2497,140000
2498,127000
2499,112000
2500,58500
2501,84900
2502,62383
2503,119000
2504,130500
2505,176485
2506,210000
2507,252000
2508,210000
2509,160000
2510,179600
2511,180000
2512,176485
2513,233170
2514,164000
2515,152000
2516,147000
2517,82000
2518,124500
2519,179665
2520,179665
2521,176485
2522,141000
2523,147000
2524,107000
2525,147000
2526,152000
2527,84900
2528,147000
2529,149900
2530,116000
2531,196500
2532,180000
2533,165400
2534,258000
2535,255000
2536,160000
2537,232600
2538,180000
2539,180000
2540,108000
2541,180000
2542,132000
2543,118500
2544,131000
2545,124500
2546,87500
2547,107000
2548,211000
2549,132000
2550,325300
2551,148000
2552,112000
2553,140000
2554,82000
2555,96500
2556,52000
2557,120500
2558,107400
2559,119000
2560,37900
2561,161000
2562,98000
2563,40000
2564,122000
2565,148000
2566,145000
2567,98000
2568,110000
2569,130500
2570,103000
2571,130500
2572,154000
2573,205000
2574,232600
2575,129000
2576,91500
2577,145000
2578,58500
2579,66500
2580,104900
2581,162000
2582,82000
2583,154000
2584,128000
2585,107000
2586,179665
2587,176485
2588,161000
2589,128000
2590,154000
2591,90000
2592,180000
2593,147000
2594,176485
2595,180000
2596,272000
2597,156500
2598,160000
2599,260000
2600,137000
2601,68400
2602,115000
2603,80000
2604,115000
2605,88000
2606,131000
2607,147000
2608,175000
2609,149500
2610,91000
2611,124500
2612,87500
2613,124500
2614,82000
2615,135000
2616,88000
2617,170000
2618,148000
2619,205000
2620,132000
2621,174000
2622,211000
2623,255000
2624,215000
2625,252000
2626,107000
2627,161000
2628,325300
2629,325300
2630,310000
2631,325300
2632,325300
2633,154000
2634,260000
2635,131000
2636,205000
2637,154000
2638,176500
2639,175000
2640,142500
2641,68400
2642,175000
2643,98000
2644,98000
2645,88000
2646,60000
2647,88000
2648,140000
2649,97000
2650,151000
2651,118858
2652,260000
2653,255000
2654,199900
2655,325300
2656,325300
2657,227000
2658,272000
2659,232600
2660,310000
2661,325300
2662,325300
2663,232600
2664,148800
2665,147000
2666,148800
2667,132000
2668,176500
2669,87500
2670,255000
2671,176500
2672,151000
2673,154000
2674,154000
2675,151000
2676,176485
2677,188000
2678,160000
2679,232000
2680,233170
2681,239000
2682,290000
2683,325300
2684,239000
2685,248900
2686,232600
2687,325300
2688,164000
2689,180000
2690,232600
2691,187000
2692,110000
2693,160000
2694,110000
2695,165400
2696,165400
2697,187000
2698,197500
2699,193000
2700,140000
2701,142500
2702,116000
2703,197500
2704,128000
2705,88000
2706,97000
2707,131000
2708,88000
2709,88000
2710,88000
2711,205000
2712,258000
2713,151000
2714,151000
2715,132000
2716,148800
2717,180000
2718,180000
2719,148000
2720,169500
2721,129900
2722,145000
2723,131000
2724,105000
2725,88000
2726,140000
2727,140000
2728,174000
2729,159500
2730,110000
2731,82000
2732,110000
2733,167000
2734,110000
2735,88000
2736,140000
2737,88000
2738,118858
2739,129900
2740,116000
2741,110000
2742,148000
2743,145000
2744,97000
2745,97000
2746,97000
2747,167000
2748,120500
2749,110000
2750,88000
2751,88000
2752,205000
2753,87500
2754,157500
2755,116000
2756,34900
2757,116000
2758,86000
2759,149500
2760,90000
2761,140000
2762,88000
2763,110000
2764,205000
2765,197900
2766,127500
2767,90000
2768,140000
2769,97000
2770,180000
2771,97000
2772,105000
2773,145000
2774,98000
2775,125000
2776,167000
2777,161000
2778,161000
2779,145000
2780,82000
2781,58500
2782,82000
2783,40000
2784,120500
2785,149500
2786,39300
2787,84900
2788,58500
2789,122000
2790,40000
2791,116000
2792,140000
2793,140000
2794,37900
2795,37900
2796,58500
2797,122500
2798,137000
2799,40000
2800,58500
2801,119000
2802,105000
2803,130500
2804,90000
2805,82000
2806,119000
2807,180000
2808,129900
2809,118500
2810,88000
2811,150000
2812,142500
2813,187000
2814,187000
2815,110000
2816,205000
2817,68400
2818,129500
2819,151000
2820,148000
2821,37900
2822,137000
2823,157500
2824,149900
2825,149900
2826,93000
2827,140000
2828,175000
2829,193000
2830,199900
2831,180000
2832,180000
2833,232600
2834,160000
2835,222500
2836,210000
2837,148000
2838,87500
2839,143000
2840,180000
2841,176485
2842,179665
2843,88000
2844,142500
2845,127000
2846,214000
2847,211000
2848,232600
2849,180000
2850,255000
2851,199900
2852,196500
2853,196500
2854,131500
2855,180000
2856,180000
2857,180000
2858,180000
2859,132000
2860,62383
2861,124500
2862,165400
2863,112000
2864,196500
2865,140000
2866,130000
2867,66500
2868,105000
2869,98000
2870,170000
2871,58500
2872,86000
2873,140000
2874,125000
2875,125000
2876,161000
2877,40000
2878,161000
2879,140000
2880,127500
2881,140000
2882,140000
2883,169500
2884,163000
2885,180500
2886,140000
2887,58500
2888,129000
2889,86000
2890,68500
2891,140000
2892,39300
2893,85500
2894,37900
2895,154000
2896,154000
2897,200000
2898,172400
2899,176485
2900,152000
2901,239000
2902,156500
2903,310000
2904,285000
2905,93000
2906,154000
2907,115000
2908,82000
2909,130500
2910,84500
2911,115000
2912,124500
2913,115000
2914,115000
2915,115000
2916,88000
2917,129900
2918,85500
2919,222500
